,Date,banks_positive,banks_neutral,banks_negative,fin_positive,fin_neutral,fin_negative,count_banks,count_fin,dollar,sp500,dollar_diff,sp500_diff
222,2022-08-11,,,,0.0341898463666439,0.3109737634658813,0.6548364162445068,0,1,120.655,4207.27,-0.03440000000000509,-2.969999999999345
223,2022-08-12,0.0557336136698722,0.896015465259552,0.0482509583234787,,,,1,0,120.9499,4280.15,0.2948999999999984,72.8799999999992
226,2022-08-15,,,,0.24589183693751693,0.39568192698061466,0.35842622723430395,0,8,121.3583,4297.14,0.4084000000000003,16.99000000000069
227,2022-08-16,,,,0.08837053179740904,0.2651823361714681,0.646447166800499,0,3,121.6112,4305.2,0.2528999999999968,8.05999999999949
228,2022-08-17,0.0533516891300678,0.8968757390975952,0.049772523343563,0.09124345704913135,0.3382973670959472,0.5704591572284698,1,2,121.991,4274.04,0.379800000000003,-31.159999999999854
229,2022-08-18,,,,0.1511757522821426,0.1958826929330825,0.6529415845870972,0,1,122.2758,4283.74,0.28480000000000416,9.699999999999818
230,2022-08-19,0.06274351229270293,0.8984816471735636,0.038774924352765035,0.4642113745212555,0.4463975429534912,0.0893909931182861,3,1,122.9575,4228.48,0.6816999999999922,-55.26000000000022
233,2022-08-22,,,,0.210362103767693,0.4080613497644663,0.38157655391842127,0,8,123.5096,4137.99,0.55210000000001,-90.48999999999978
234,2022-08-23,,,,0.3662854731082916,0.5166632533073425,0.117051288485527,0,1,122.9691,4128.73,-0.5405000000000086,-9.260000000000218
235,2022-08-24,0.25536472350358963,0.6380220055580139,0.1066132746636867,0.0864220038056373,0.607620894908905,0.3059571385383606,2,1,123.0226,4140.77,0.05349999999999966,12.040000000000873
236,2022-08-25,0.4237921237945556,0.4745974242687225,0.1016103848814964,0.016231070738285752,0.11689075082540505,0.8668782114982605,1,2,122.9714,4199.12,-0.05119999999999436,58.349999999999454
237,2022-08-26,0.0555098690092563,0.9161018133163452,0.028388287872076,0.26526095159351826,0.43043454363942146,0.30430452898144716,1,4,122.9847,4057.66,0.013300000000000978,-141.46000000000004
240,2022-08-29,0.3717236816883087,0.5191484540700912,0.10912782698869705,,,,2,0,123.3931,4030.61,0.4084000000000003,-27.049999999999727
241,2022-08-30,0.2857244312763214,0.6002991795539856,0.1139764264225959,0.029240580974146675,0.2516936408355832,0.7190657593309879,1,4,123.607,3986.16,0.21389999999999532,-44.45000000000027
242,2022-08-31,0.1002700328826904,0.8542289137840271,0.0455011241137981,0.22900225842992464,0.4259212563435237,0.34507651316622895,1,6,123.4535,3955.0,-0.15349999999999397,-31.159999999999854
243,2022-09-01,,,,0.1873118676245212,0.5158334165811539,0.29685471653938295,0,5,124.3064,3966.85,0.8528999999999911,11.849999999999909
244,2022-09-02,0.18027007728815073,0.7267322421073914,0.09299764148890968,,,,5,0,123.6919,3924.26,-0.6144999999999925,-42.58999999999969
248,2022-09-06,0.27105391522248584,0.6477489769458771,0.08119714260101313,0.47072239220142365,0.3689422030001879,0.16033541690558187,3,4,124.6871,3908.19,0.995199999999997,-16.070000000000164
249,2022-09-07,0.10248972335830325,0.4362869337201118,0.4612232893705368,0.3691190594807267,0.34685647040605544,0.2840244684368372,2,10,124.7649,3979.87,0.07779999999999632,71.67999999999984
250,2022-09-08,0.30614270947196265,0.5708395378156141,0.12301775982434093,0.2693941282729308,0.6098670015732447,0.12073887822528677,11,6,124.5036,4006.18,-0.26129999999999143,26.309999999999945
251,2022-09-09,0.14426798745989794,0.5451507568359375,0.3105812221765518,0.19434866961091754,0.5055829277262092,0.3000684306025505,2,4,123.7185,4067.36,-0.7850999999999999,61.18000000000029
